Time(s),0.68
0.0,0.0385
0.2,0.0385
0.4,0.0385
0.6,0.0385
0.8,0.0385
1.0,0.0385
1.2,0.0385
1.4,0.0385
1.6,0.0385
1.8,0.0385
2.0,0.0385
2.2,0.0385
2.4,0.0385
2.6,0.0385
2.8,0.0385
3.0,0.0385
3.2,0.0385
3.4,0.0385
3.6,0.0385
3.8,0.0385
4.0,0.0385
4.2,0.0385
4.4,0.0385
4.6,0.0385
4.8,0.0385
5.0,0.0385
5.2,0.0385
5.4,0.0385
5.6,0.0385
5.8,0.0385
6.0,0.0385
6.2,0.0385
6.4,0.0385
6.6,0.0385
6.8,0.0385
7.0,0.0385
7.2,0.0385
7.4,0.0385
7.6,0.0385
7.8,0.0385
8.0,0.0385
8.2,0.0385
8.4,0.0385
8.6,0.0385
8.8,0.0385
9.0,0.0385
9.2,0.0385
9.4,0.0385
9.6,0.0385
9.8,0.0385
10.0,0.0385
10.2,0.0385
10.4,0.0385
10.6,0.0385
10.8,0.0385
11.0,0.0385
11.2,0.0385
11.4,0.0385
11.6,0.0385
11.8,0.0385
12.0,0.0385
12.2,0.0385
12.4,0.0385
12.6,0.0385
12.8,0.0385
13.0,0.0385
13.2,0.0385
13.4,0.0385
13.6,0.0385
13.8,0.0385
14.0,0.0385
14.2,0.0385
14.4,0.0385
14.6,0.0385
14.8,0.0385
15.0,0.0385
15.2,0.0385
15.4,0.0385
15.6,0.0385
15.8,0.0385
16.0,0.0385
16.2,0.0385
16.4,0.0385
16.6,0.0385
16.8,0.0385
17.0,0.0385
17.2,0.0385
17.4,0.0385
17.6,0.0385
17.8,0.0385
18.0,0.0385
18.2,0.0385
18.4,0.0385
18.6,0.0385
18.8,0.0385
19.0,0.0385
19.2,0.0385
19.4,0.0385
19.6,0.0385
19.8,0.0385
20.0,0.0385
20.2,0.160766795
20.4,0.270319871
20.6,0.370511238
20.8,0.462442886
21.0,0.546310888
21.2,0.621940301
21.4,0.689039588
21.6,0.747355936
21.8,0.796793067
22.0,0.837503496
22.2,0.869945466
22.4,0.894887459
22.6,0.913351464
22.8,0.926504634
23.0,0.935527913
23.2,0.941497928
23.4,0.945309888
